object_id,data,predicted_class
ZTF19aaapdfm,"[[[ 4.0140039e+02  3.8870209e+02  3.7847046e+02 ...  3.9412103e+02
    3.8398511e+02  3.8509619e+02]
  [ 3.7320630e+02  3.7461890e+02  3.8984442e+02 ...  3.7209723e+02
    3.8713324e+02  3.8612640e+02]
  [ 3.9148291e+02  3.9896710e+02  4.0333478e+02 ...  3.7144147e+02
    3.8985681e+02  3.5827802e+02]
  ...
  [ 4.0061066e+02  3.7056384e+02  3.7177625e+02 ...  3.9227917e+02
    3.9367487e+02  3.9889648e+02]
  [ 3.9673877e+02  4.0411774e+02  3.9486517e+02 ...  3.6885614e+02
    3.8290118e+02  3.7695837e+02]
  [ 3.9537793e+02  3.8220984e+02  3.8251556e+02 ...  3.9848828e+02
    3.8875555e+02  3.7282562e+02]]

 [[ 3.8197318e+02  3.8357187e+02  3.8202170e+02 ...  3.8203555e+02
    3.8317328e+02  3.8765411e+02]
  [ 3.8562601e+02  3.8777243e+02  3.8454990e+02 ...  3.8319116e+02
    3.8391141e+02  3.8179385e+02]
  [ 3.8172137e+02  3.8502484e+02  3.8435278e+02 ...  3.8317459e+02
    3.8552328e+02  3.8192877e+02]
  ...
  [ 3.8344449e+02  3.8227603e+02  3.8374664e+02 ...  3.8450320e+02
    3.8281351e+02  3.8092325e+02]
  [ 3.8610831e+02  3.8243314e+02  3.8054153e+02 ...  3.8394333e+02
    3.8199554e+02  3.8464514e+02]
  [ 3.8434091e+02  3.8503418e+02  3.8350995e+02 ...  3.8444458e+02
    3.8636121e+02  3.8529349e+02]]

 [[ 1.4477868e+01  8.0621529e+00 -6.9509373e+00 ...  1.2377794e+01
   -2.7887158e-02 -2.5329819e-01]
  [-8.3703108e+00 -1.3895938e+01  9.7893190e+00 ... -1.4803239e+01
    5.2324848e+00  3.0294857e+00]
  [ 7.1315665e+00  1.7997707e+01  1.6554897e+01 ... -1.2038068e+01
    3.9604771e+00 -2.6071615e+01]
  ...
  [ 1.6672567e+01 -1.1367097e+01 -1.3577865e+01 ...  6.3152766e+00
    9.3023453e+00  1.5937270e+01]
  [ 1.0854353e+01  2.1993315e+01  1.3439658e+01 ... -1.6375406e+01
   -1.2530805e+00 -8.6433830e+00]
  [ 1.2214647e+01 -3.4919071e+00 -1.5169079e+00 ...  1.3044586e+01
    6.3280425e+00 -1.1395384e+01]]]",Periodic-Other
ZTF20aadxsro,"[[[ 3.39292297e+02  3.37618347e+02  3.34166199e+02 ...  3.51886505e+02
    3.38282196e+02  3.45699646e+02]
  [ 3.56300659e+02  3.58096375e+02  3.32288818e+02 ...  3.35405121e+02
    3.32928894e+02  3.48627655e+02]
  [ 3.60618347e+02  3.27610931e+02  3.55628784e+02 ...  3.39579895e+02
    3.48033112e+02  3.42158875e+02]
  ...
  [ 3.29720703e+02  3.49880341e+02  3.58077423e+02 ...  3.42634094e+02
    3.44950928e+02  3.56070892e+02]
  [ 3.50491638e+02  3.56635895e+02  3.53726044e+02 ...  3.41919678e+02
    3.51782928e+02  3.59110504e+02]
  [ 3.74163757e+02  3.50572479e+02  3.58391632e+02 ...  3.42381836e+02
    3.44251923e+02  3.45348694e+02]]

 [[ 3.47362946e+02  3.49936646e+02  3.51215393e+02 ...  3.50030182e+02
    3.48331726e+02  3.50547974e+02]
  [ 3.47098785e+02  3.47678436e+02  3.51717346e+02 ...  3.49501007e+02
    3.52294464e+02  3.49222260e+02]
  [ 3.48531128e+02  3.49046722e+02  3.48766602e+02 ...  3.47459412e+02
    3.51487854e+02  3.49274536e+02]
  ...
  [ 3.50663239e+02  3.51591003e+02  3.50061127e+02 ...  3.47953949e+02
    3.48303162e+02  3.49121582e+02]
  [ 3.56825256e+02  3.53219604e+02  3.51373169e+02 ...  3.45702209e+02
    3.52092316e+02  3.51982666e+02]
  [ 3.61656464e+02  3.53397766e+02  3.50748932e+02 ...  3.48356842e+02
    3.49111694e+02  3.51077850e+02]]

 [[ 1.49231310e+01  5.39505482e+00  1.98032055e+01 ... -2.71953559e+00
    1.32141771e+01  5.25191605e-01]
  [-1.53276939e+01 -4.06532478e+00  1.15609875e+01 ...  1.89910412e+01
    1.39983015e+01  6.98592901e+00]
  [-6.63505650e+00  2.07052898e+01 -4.01394081e+00 ...  2.06366420e+00
    4.92525673e+00  1.93318498e+00]
  ...
  [ 2.42721081e+01  1.56952655e+00 -3.47767997e+00 ...  6.64717340e+00
    4.06187630e+00 -7.93069220e+00]
  [-3.01240385e-01 -2.40871072e+00 -4.31553125e+00 ...  4.94515514e+00
   -1.11464512e+00 -7.08012438e+00]
  [-1.42635183e+01  5.19590616e+00 -5.63926792e+00 ...  7.48786402e+00
    4.88484001e+00  5.12916279e+00]]]",AGN
ZTF18adbiiow,"[[[273.17108    282.6261     275.45245    ... 267.26566    269.1006
   245.30652   ]
  [266.94153    267.27423    259.77307    ... 265.23807    266.1524
   283.7257    ]
  [275.94626    282.2623     255.47867    ... 263.68848    260.83563
   288.77704   ]
  ...
  [261.34668    260.02618    288.44373    ... 254.38593    287.35074
   280.22806   ]
  [252.14337    254.93463    264.4184     ... 275.11203    264.7856
   265.36874   ]
  [262.65247    282.6134     278.57532    ... 292.30185    261.86557
   275.50516   ]]

 [[266.89023    268.8955     269.79175    ... 268.84372    270.1745
   272.08453   ]
  [267.02457    271.52264    270.73087    ... 269.25845    268.9198
   271.5842    ]
  [270.1368     271.16452    272.0899     ... 270.24234    271.88663
   272.78622   ]
  ...
  [272.81012    270.21057    268.81747    ... 272.31918    270.88998
   267.83865   ]
  [268.4705     270.1746     270.39386    ... 272.14362    270.3668
   268.17822   ]
  [269.22662    269.54144    268.67502    ... 272.5726     268.90952
   269.64368   ]]

 [[  5.5893703   13.008129     6.8158903  ...   0.35011867  -5.6443553
   -20.072746  ]
  [ -3.0503554   -3.1355941  -14.510445   ...  -9.419428    -1.7316949
    11.104489  ]
  [  5.3121114   15.158239   -13.969064   ...  -3.012472   -13.418664
    18.779034  ]
  ...
  [-11.436604   -12.858198    18.561848   ... -14.014989    11.874978
    14.615446  ]
  [-17.460669   -14.190293    -5.0756173  ...   3.9431682   -6.1290774
    -7.2901397 ]
  [ -7.61523     14.439886     8.006088   ...  19.465706    -5.019837
     3.7493324 ]]]",AGN
ZTF19aadfgff,"[[[ 3.2881946e+02  3.3180499e+02  3.4539429e+02 ...  3.3224796e+02
    3.4578342e+02  3.2522360e+02]
  [ 3.4260480e+02  3.1663983e+02  3.3530121e+02 ...  3.2739200e+02
    3.5447763e+02  3.1200723e+02]
  [ 3.4550470e+02  3.4148938e+02  3.4812140e+02 ...  3.2129001e+02
    3.4517831e+02  3.3407089e+02]
  ...
  [ 3.4721713e+02  3.4028995e+02  3.3595285e+02 ...  3.3021146e+02
    3.4057169e+02  3.1987601e+02]
  [ 3.3990884e+02  3.5157175e+02  3.3784848e+02 ...  3.3915323e+02
    3.2507199e+02  3.3351651e+02]
  [ 3.3257486e+02  3.3189529e+02  3.3662253e+02 ...  3.4381845e+02
    3.1542111e+02  3.3377518e+02]]

 [[ 3.3316370e+02  3.2882672e+02  3.3464798e+02 ...  3.3437277e+02
    3.3535352e+02  3.3000861e+02]
  [ 3.3689221e+02  3.3109918e+02  3.3464212e+02 ...  3.2884586e+02
    3.3091281e+02  3.3191074e+02]
  [ 3.3687723e+02  3.3755716e+02  3.3438858e+02 ...  3.3528693e+02
    3.3323431e+02  3.3429663e+02]
  ...
  [ 3.3369122e+02  3.3209857e+02  3.3508774e+02 ...  3.3513531e+02
    3.3653308e+02  3.3230997e+02]
  [ 3.3625674e+02  3.3609937e+02  3.3413852e+02 ...  3.3564096e+02
    3.3518869e+02  3.3398013e+02]
  [ 3.3140594e+02  3.3306863e+02  3.3411646e+02 ...  3.3221194e+02
    3.3814603e+02  3.3602994e+02]]

 [[ 6.9769678e+00  1.2767333e-01 -8.9358978e+00 ... -1.2420615e+00
   -9.6610126e+00  7.0961127e+00]
  [-8.4150877e+00  1.4332954e+01  1.6245027e+00 ...  5.7056494e+00
   -2.3149147e+01  1.6708977e+01]
  [-5.6379056e+00 -9.7605839e+00 -1.4598482e+01 ...  1.2801676e+01
   -9.6719189e+00 -3.3415306e-01]
  ...
  [-1.3187323e+01 -8.7181988e+00 -5.3605044e-01 ...  4.6484919e+00
   -3.2311382e+00  1.0525516e+01]
  [-6.0154259e-01 -1.6152828e+01 -3.5633550e+00 ... -2.6688201e+00
    1.3276911e+01  5.9868705e-01]
  [-3.6203392e+00  2.5557399e+00 -4.2199121e+00 ... -1.1329202e+01
    2.0425144e+01  1.6237867e+00]]]",AGN
ZTF19aapfcnt,"[[[346.01553   325.13596   322.31784   ... 332.5103    325.79114
   321.64154  ]
  [344.18857   332.51437   310.8831    ... 340.55505   303.4583
   321.94672  ]
  [319.86176   318.05463   323.15704   ... 323.97034   321.4193
   330.37726  ]
  ...
  [316.0102    322.98773   319.1662    ... 328.40967   325.40137
   326.33484  ]
  [317.4077    328.26556   312.15417   ... 321.57602   322.52182
   311.32535  ]
  [335.7002    324.19025   327.29907   ... 335.9313    325.54385
   326.54337  ]]

 [[324.1413    321.54285   324.07217   ... 321.81088   322.97324
   323.75217  ]
  [321.1387    321.39185   325.07535   ... 323.66898   321.63196
   319.632    ]
  [321.31207   323.52747   322.85684   ... 323.14322   323.56393
   322.28137  ]
  ...
  [323.5572    318.73343   319.30002   ... 318.4066    320.87424
   322.0261   ]
  [321.3011    320.2911    324.46176   ... 320.51517   320.79147
   320.98306  ]
  [318.99265   323.22342   319.83762   ... 320.91623   321.63516
   320.68134  ]]

 [[-18.85176    -6.4975595   3.5924633 ... -15.925113    3.7307854
    -4.7291574]
  [-24.722733  -10.300299   14.638011  ...  -9.8797245  10.802301
     5.7106237]
  [  8.522694    2.5614522  -1.2988487 ...  -7.4935427   7.3729787
   -14.5777   ]
  ...
  [ 12.294786   -7.141157    6.348148  ...  -6.845673   -5.689757
    -1.1122161]
  [  1.4242924  -6.163083    8.593815  ...  -4.358246    3.0443316
     4.1600957]
  [-18.037262    2.192056   -9.189807  ...  -9.898296   -8.884825
    -1.0722954]]]",QSO
ZTF19aaringx,"[[[ 3.3985028e+02  3.4822333e+02  3.4263400e+02 ...  3.4168689e+02
    3.2135529e+02  3.2567255e+02]
  [ 3.5577490e+02  3.4221863e+02  3.2518228e+02 ...  3.5080670e+02
    3.2805231e+02  3.2701910e+02]
  [ 3.4503522e+02  3.3182800e+02  3.2896994e+02 ...  3.3321014e+02
    3.3145935e+02  3.3931824e+02]
  ...
  [ 3.3509348e+02  3.2089481e+02  3.3824805e+02 ...  3.1453473e+02
    3.4445288e+02  3.3158258e+02]
  [ 3.3783047e+02  3.4994070e+02  3.1573730e+02 ...  3.2614215e+02
    3.5619330e+02  3.3654840e+02]
  [ 3.3687350e+02  3.3376926e+02  3.4034344e+02 ...  3.4510431e+02
    3.2464270e+02  3.1231885e+02]]

 [[ 3.3242838e+02  3.3207452e+02  3.3432782e+02 ...  3.3478735e+02
    3.3744656e+02  3.3395316e+02]
  [ 3.3589597e+02  3.3463431e+02  3.3223160e+02 ...  3.3853555e+02
    3.3724847e+02  3.3534534e+02]
  [ 3.3728860e+02  3.3479706e+02  3.3339673e+02 ...  3.3399911e+02
    3.3527954e+02  3.3790131e+02]
  ...
  [ 3.3208716e+02  3.3238254e+02  3.3370285e+02 ...  3.3216980e+02
    3.3202301e+02  3.3481680e+02]
  [ 3.3419443e+02  3.3625766e+02  3.3492300e+02 ...  3.3418668e+02
    3.3430609e+02  3.3319128e+02]
  [ 3.4240851e+02  3.3838107e+02  3.3471442e+02 ...  3.3371564e+02
    3.3340747e+02  3.3156363e+02]]

 [[-8.0487118e+00 -1.7791859e+01 -8.0766602e+00 ... -5.8731112e+00
    1.7128160e+01  9.0457058e+00]
  [-2.1188160e+01 -7.1744423e+00  8.2345943e+00 ... -1.2982933e+01
    7.5002298e+00  1.0252927e+01]
  [-1.0137310e+01  2.6493454e+00  1.9080887e+00 ...  2.4013608e+00
    4.4935937e+00 -5.1117983e+00]
  ...
  [-2.3774416e+00  9.7303581e+00 -4.6965855e-01 ...  1.8061041e+01
   -1.1984702e+01 -1.1383927e-01]
  [-2.4997506e+00 -1.1282859e+01  1.6957886e+01 ...  2.2325587e+00
   -2.0635820e+01 -4.1046472e+00]
  [ 4.4729128e+00  4.9471235e+00 -7.5087795e+00 ... -1.1676745e+01
    1.3598299e+01  1.7507601e+01]]]",QSO
ZTF20aadxfbv,"[[[ 3.18588440e+02  3.33207550e+02  3.33500702e+02 ...  3.48403381e+02
    3.41345459e+02  3.06224182e+02]
  [ 3.40940430e+02  3.08841827e+02  3.33010406e+02 ...  3.31226868e+02
    3.28715576e+02  3.19145996e+02]
  [ 3.28114777e+02  3.43540222e+02  3.33820312e+02 ...  3.42982666e+02
    3.35579590e+02  3.17466675e+02]
  ...
  [ 3.17194061e+02  3.30994720e+02  3.34542389e+02 ...  3.10912109e+02
    3.24089355e+02  3.27383545e+02]
  [ 3.20187164e+02  3.28231293e+02  3.32357452e+02 ...  3.31577698e+02
    3.27339050e+02  3.06343140e+02]
  [ 3.23187836e+02  3.32568939e+02  3.24002228e+02 ...  3.22728394e+02
    3.28795776e+02  3.31853333e+02]]

 [[ 3.24452179e+02  3.22516327e+02  3.24034546e+02 ...  3.23115204e+02
    3.24397888e+02  3.23609650e+02]
  [ 3.25193909e+02  3.24300629e+02  3.23146423e+02 ...  3.25797028e+02
    3.26019989e+02  3.20292389e+02]
  [ 3.23876740e+02  3.26227509e+02  3.24946289e+02 ...  3.25123657e+02
    3.24438232e+02  3.21168549e+02]
  ...
  [ 3.24129211e+02  3.21750153e+02  3.23055481e+02 ...  3.23830719e+02
    3.25056732e+02  3.22468475e+02]
  [ 3.20847198e+02  3.23399323e+02  3.24930603e+02 ...  3.23333862e+02
    3.20846619e+02  3.22296906e+02]
  [ 3.23332611e+02  3.24931122e+02  3.26151947e+02 ...  3.25929443e+02
    3.21972992e+02  3.25622375e+02]]

 [[ 1.15338981e+00 -4.21238708e+00 -1.43231077e+01 ... -2.19632740e+01
   -1.42456894e+01  1.42330046e+01]
  [-1.59743071e+01  1.26158495e+01 -3.12041593e+00 ... -2.61933327e+00
   -8.10680008e+00  6.19678354e+00]
  [ 9.15671945e-01 -2.07817307e+01 -1.24396362e+01 ... -2.11506271e+01
   -4.66134024e+00 -2.15517592e+00]
  ...
  [ 7.45705795e+00 -9.03307819e+00 -9.75006294e+00 ...  1.22089043e+01
   -8.12521219e-01 -1.91444767e+00]
  [ 3.92667198e+00 -6.27949810e+00 -4.62666988e+00 ... -7.20968390e+00
   -6.30525112e+00  1.59550056e+01]
  [-1.21851385e-01 -6.07526541e+00 -2.03658462e+00 ...  7.40717840e+00
   -8.03872204e+00 -8.33641243e+00]]]",AGN
ZTF18adbyvta,"[[[ 3.60524597e+02  3.45375549e+02  3.47569580e+02 ...  3.56556763e+02
    3.55916016e+02  3.30961304e+02]
  [ 3.64786560e+02  3.42806091e+02  3.32347656e+02 ...  3.48487732e+02
    3.31920471e+02  3.36161072e+02]
  [ 3.48406433e+02  3.28882568e+02  3.53246826e+02 ...  3.52574341e+02
    3.38920410e+02  3.42250122e+02]
  ...
  [ 3.39003082e+02  3.46530243e+02  3.43099518e+02 ...  3.38366089e+02
    3.34084656e+02  3.37910889e+02]
  [ 3.47828949e+02  3.54094879e+02  3.24231903e+02 ...  3.35015747e+02
    3.48271423e+02  3.26706909e+02]
  [ 3.30058258e+02  3.49845795e+02  3.29805695e+02 ...  3.42429688e+02
    3.43035278e+02  3.46193359e+02]]

 [[ 3.42402252e+02  3.42408325e+02  3.43774384e+02 ...  3.44733398e+02
    3.41360443e+02  3.39735657e+02]
  [ 3.40492859e+02  3.42715027e+02  3.44862915e+02 ...  3.43590454e+02
    3.42390717e+02  3.45921173e+02]
  [ 3.44188538e+02  3.42725067e+02  3.44127563e+02 ...  3.42882080e+02
    3.42385284e+02  3.41599182e+02]
  ...
  [ 3.42481171e+02  3.43907928e+02  3.43580841e+02 ...  3.47314331e+02
    3.46081787e+02  3.44107147e+02]
  [ 3.42345215e+02  3.43805237e+02  3.43370605e+02 ...  3.45826233e+02
    3.43444519e+02  3.44378510e+02]
  [ 3.44497650e+02  3.44178192e+02  3.42806396e+02 ...  3.44862732e+02
    3.41450562e+02  3.45079895e+02]]

 [[ 1.89359646e+01  5.98121214e+00  4.44943458e-01 ...  1.24016781e+01
    1.34605150e+01 -1.10274992e+01]
  [ 2.06323051e+01 -1.77381229e+00 -1.03721437e+01 ...  6.58246994e+00
   -1.31075583e+01 -5.15148544e+00]
  [ 6.19560480e+00 -1.20064163e+01  8.86169815e+00 ...  9.80986118e+00
   -2.96867299e+00 -1.56788266e+00]
  ...
  [-2.73708653e+00  3.05632138e+00 -1.64746130e+00 ... -8.52210999e+00
   -1.04348440e+01 -1.02404385e+01]
  [ 2.00974154e+00  1.29185486e+01 -1.99969387e+01 ... -1.08920021e+01
    4.17937994e+00 -1.67223873e+01]
  [-1.20554352e+01  4.71142626e+00 -1.18605175e+01 ... -2.44971132e+00
    1.10690367e+00 -1.18775956e-01]]]",Periodic-Other
ZTF19aanjoxb,"[[[343.89487    302.27206    351.3541     ... 346.33765    327.836
   339.21014   ]
  [354.55588    344.24857    330.80173    ... 343.1103     327.3239
   352.0551    ]
  [331.85202    344.68747    340.25876    ... 325.9395     349.46466
   348.1969    ]
  ...
  [364.70367    329.82953    332.98145    ... 332.22025    337.9667
   332.25253   ]
  [335.86963    335.61127    333.34442    ... 339.6569     343.8978
   329.54446   ]
  [324.63782    332.1917     340.35522    ... 326.3591     342.69186
   330.84415   ]]

 [[335.1075     333.3584     336.58426    ... 334.78168    330.7836
   337.52884   ]
  [340.40735    335.8439     336.9511     ... 331.3443     337.0623
   336.11084   ]
  [348.6592     339.68       337.5253     ... 339.5687     334.66898
   333.287     ]
  ...
  [335.07806    333.6878     335.97427    ... 338.3579     338.59814
   336.84003   ]
  [335.99567    335.5045     337.3985     ... 337.64764    336.3648
   336.13727   ]
  [338.75412    335.33185    336.4293     ... 334.25113    332.91666
   334.833     ]]

 [[  9.647566   -30.605946    12.083515   ...  10.337946    -1.5897093
     0.46207374]
  [ 10.026629    12.635668    -7.953581   ...   7.9964633   -6.906434
    13.4948435 ]
  [-19.995821     1.9214612    3.1615708  ... -14.437033    14.840211
    17.705837  ]
  ...
  [ 30.941036    -1.7581269   -6.6019125  ...  -0.63303     -2.0830317
    -3.5275404 ]
  [ -4.679573     2.2808907   -2.743885   ...  -1.65237      9.903103
    -7.072122  ]
  [-13.163396    -2.0612423    2.6214404  ...  -8.739166    10.805691
    -6.5017004 ]]]",AGN
ZTF19aacxibe,"[[[244.95612    260.17914    253.25543    ... 231.6553     229.24106
   247.87207   ]
  [234.87244    260.02582    254.573      ... 245.57846    226.17953
   241.88483   ]
  [239.93573    276.45       249.58374    ... 231.32553    247.68698
   227.34106   ]
  ...
  [247.26895    244.67325    256.78067    ... 252.61151    249.05988
   252.74075   ]
  [263.04495    239.92337    272.20883    ... 232.5705     238.47437
   237.00742   ]
  [250.2236     233.45041    246.79904    ... 250.6253     253.99164
   248.89517   ]]

 [[257.46103    252.0624     246.50276    ... 244.71857    243.4151
   241.69273   ]
  [248.27367    245.95778    245.75671    ... 244.6148     244.23582
   244.23479   ]
  [244.56485    243.51524    244.2861     ... 241.2698     244.36624
   245.12534   ]
  ...
  [243.76086    242.50218    241.1795     ... 241.7523     241.70155
   242.20186   ]
  [243.1759     243.14488    241.07007    ... 244.25029    243.57018
   241.96463   ]
  [244.20831    245.83551    243.77522    ... 244.7033     244.51428
   244.19502   ]]

 [[-14.318588     4.906156     7.933876   ...  -7.8308687  -19.327787
     6.1741405 ]
  [ -9.043051    17.89709      6.031834   ...   0.80454475 -10.142648
    -7.8475037 ]
  [ -7.3918085   33.13723      5.7348137  ... -17.152626     3.6180148
   -13.603968  ]
  ...
  [ 13.790692    -0.5588653   26.472193   ...  10.610608     8.07892
     0.40017438]
  [ 12.768732    -2.3438277   20.186293   ... -18.48415     -4.905429
    -2.6934564 ]
  [ 10.071801   -10.725638     8.576284   ...  15.910762     9.943408
     7.1412106 ]]]",QSO
ZTF18acvwauo,"[[[ 4.1664011e+02  4.0677328e+02  3.8434940e+02 ...  4.1170715e+02
    4.0981488e+02  3.9560229e+02]
  [ 4.0746915e+02  4.0707828e+02  3.9329263e+02 ...  3.9856824e+02
    4.0918829e+02  3.9853961e+02]
  [ 3.9292062e+02  4.2429642e+02  4.0205447e+02 ...  4.1561279e+02
    4.2066486e+02  4.1791321e+02]
  ...
  [ 4.0715323e+02  4.0880850e+02  3.8995663e+02 ...  4.1541956e+02
    3.9327002e+02  4.1634674e+02]
  [ 3.8888065e+02  3.9897104e+02  4.1089359e+02 ...  4.2375354e+02
    4.1217627e+02  4.1647485e+02]
  [ 3.9728781e+02  4.1751126e+02  3.9482993e+02 ...  3.9807666e+02
    4.1012170e+02  3.9383533e+02]]

 [[ 4.0089499e+02  3.9724124e+02  4.0497546e+02 ...  4.0276398e+02
    4.0135178e+02  4.0202658e+02]
  [ 4.0323990e+02  4.0467117e+02  4.0788147e+02 ...  4.0683160e+02
    4.0220825e+02  4.0152759e+02]
  [ 4.0584689e+02  4.0554980e+02  4.0247266e+02 ...  4.0197934e+02
    4.0206610e+02  4.0257513e+02]
  ...
  [ 4.0473788e+02  4.0436011e+02  4.0300027e+02 ...  4.0324033e+02
    4.0437741e+02  4.0449957e+02]
  [ 3.9978073e+02  4.0348779e+02  4.0285669e+02 ...  4.0464932e+02
    4.0567950e+02  4.0093372e+02]
  [ 4.0510074e+02  4.0422531e+02  4.0484265e+02 ...  4.0589529e+02
    4.0601028e+02  4.0511938e+02]]

 [[-1.5873051e+01 -6.9155340e+00  2.0682573e+01 ... -6.6113524e+00
   -5.9139867e+00  7.1069345e+00]
  [ 2.4120714e-01 -6.4974399e+00  1.0026442e+01 ...  5.7974720e+00
   -8.8040695e+00  4.8866863e+00]
  [ 1.2770627e+01 -1.7580626e+01  6.6330540e-01 ... -1.3939339e+01
   -1.5758429e+01 -1.8195026e+01]
  ...
  [-1.9024504e+00 -2.1133699e+00  1.0100897e+01 ... -1.4961730e+01
    1.3409797e+01 -1.5531001e+01]
  [ 1.2073926e+01  3.3762643e+00 -8.5457115e+00 ... -1.6246855e+01
   -1.2312433e+01 -9.8873558e+00]
  [ 7.6477656e+00 -1.4100868e+01  1.0357851e+01 ...  5.5961552e+00
   -7.2669142e-01  7.8827205e+00]]]",Periodic-Other
ZTF18adbiipb,"[[[ 3.0016241e+02  3.0174847e+02  2.7088654e+02 ...  2.7771634e+02
    2.8682956e+02  3.0069278e+02]
  [ 2.6139246e+02  2.8840173e+02  2.8130005e+02 ...  2.9131265e+02
    2.9748489e+02  2.6762546e+02]
  [ 2.9161237e+02  2.9944043e+02  2.6737292e+02 ...  3.0947128e+02
    2.9508365e+02  2.7241202e+02]
  ...
  [ 2.6921432e+02  2.7405203e+02  2.8074832e+02 ...  2.8259018e+02
    2.9891342e+02  3.0294980e+02]
  [ 2.7187033e+02  2.7526718e+02  3.0326816e+02 ...  2.8491129e+02
    2.9581467e+02  2.7568149e+02]
  [ 2.6692783e+02  2.8042838e+02  2.9466269e+02 ...  2.8716617e+02
    3.0679202e+02  2.8919052e+02]]

 [[ 2.9008023e+02  2.8974088e+02  2.8556189e+02 ...  2.8368149e+02
    2.8464758e+02  2.8683966e+02]
  [ 2.8858438e+02  2.8861993e+02  2.8523880e+02 ...  2.9385706e+02
    2.8991867e+02  2.8762543e+02]
  [ 2.8714783e+02  2.8587729e+02  2.8623859e+02 ...  2.8965149e+02
    2.8953387e+02  2.8679929e+02]
  ...
  [ 2.8135654e+02  2.8375323e+02  2.8550513e+02 ...  2.9020633e+02
    2.8736270e+02  2.9161011e+02]
  [ 2.8588226e+02  2.8674976e+02  2.9027393e+02 ...  2.8902283e+02
    2.8563388e+02  2.8724426e+02]
  [ 2.8566064e+02  2.9260077e+02  2.8939230e+02 ...  2.8618881e+02
    2.8320767e+02  2.8614484e+02]]

 [[ 5.5647554e+00  1.3027335e+01 -1.2920449e+01 ... -7.9136238e+00
    1.7746586e+00  1.4386480e+01]
  [-2.5632114e+01 -1.2384142e+00 -3.2198005e+00 ...  2.5027090e-01
    9.8875904e+00 -2.4504110e+01]
  [ 5.2335081e+00  1.5522528e+01 -2.2670218e+01 ...  1.6033689e+01
    5.7107034e+00 -9.8641405e+00]
  ...
  [-1.2575409e+01 -1.2994746e+01 -1.9239354e+00 ... -1.0256123e+01
    1.0769523e+01  1.1082106e+01]
  [-1.3676643e+01 -1.1663204e+01  1.4587497e+01 ... -1.8046095e+00
    8.4967794e+00 -1.1206651e+01]
  [-1.6182640e+01 -1.2379262e+01  3.4486651e+00 ... -6.7731720e-01
    2.4348701e+01  3.1858211e+00]]]",Periodic-Other
ZTF18adakwac,"[[[ 2.3388257e+02  2.5636456e+02  2.4880426e+02 ...  2.5720517e+02
    2.4175925e+02  2.5963675e+02]
  [ 2.5457529e+02  2.5010617e+02  2.5091153e+02 ...  2.4593533e+02
    2.3220139e+02  2.3386502e+02]
  [ 2.3515515e+02  2.3332458e+02  2.4197528e+02 ...  2.6576532e+02
    2.4265497e+02  2.5062103e+02]
  ...
  [ 2.4688675e+02  2.2891800e+02  2.4085965e+02 ...  2.3964551e+02
    2.3855023e+02  2.3861847e+02]
  [ 2.4446115e+02  2.5122348e+02  2.4196970e+02 ...  2.0263342e+02
    2.2293750e+02  2.6097119e+02]
  [ 2.4875815e+02  2.4942081e+02  2.6200443e+02 ...  2.6306763e+02
    2.4437769e+02  2.4131470e+02]]

 [[ 2.3801891e+02  2.3974583e+02  2.4154276e+02 ...  2.4305461e+02
    2.3946127e+02  2.4065587e+02]
  [ 2.4505884e+02  2.4024713e+02  2.4277139e+02 ...  2.4174928e+02
    2.4087909e+02  2.4196625e+02]
  [ 2.4340492e+02  2.4339182e+02  2.4293179e+02 ...  2.4143080e+02
    2.4121304e+02  2.4253706e+02]
  ...
  [ 2.4606645e+02  2.4721861e+02  2.4959264e+02 ...  2.4779245e+02
    2.4338531e+02  2.4107077e+02]
  [ 2.4313206e+02  2.4582957e+02  2.4512964e+02 ...  2.4721490e+02
    2.4265190e+02  2.3761452e+02]
  [ 2.4161087e+02  2.3906827e+02  2.4277245e+02 ...  2.4189740e+02
    2.4030856e+02  2.4220563e+02]]

 [[ 4.9920855e+00 -1.6648188e+01 -7.9266472e+00 ... -1.4812489e+01
   -3.7151790e+00 -1.5564499e+01]
  [-1.1955409e+01 -8.0225468e+00 -1.0955723e+01 ... -5.3707423e+00
    1.0355675e+01  8.0325680e+00]
  [ 9.0258131e+00  8.5755272e+00  3.9773796e+00 ... -2.4263689e+01
   -4.1600642e+00 -6.2263126e+00]
  ...
  [ 1.2336087e+00  1.7846647e+01  1.2039256e+01 ...  1.0790556e+01
    5.2044897e+00  1.2849304e-01]
  [-1.1444480e+00 -5.3102565e+00  1.0795140e+00 ...  3.9099335e+01
    2.1825859e+01 -2.2057222e+01]
  [-5.9727182e+00 -9.1383486e+00 -1.8445417e+01 ... -2.2903456e+01
   -4.3280444e+00  4.4790384e-01]]]",Periodic-Other
